Habitat_type,Sampling_regime,PlotIDYear,Exploratory,PlotID,CollectionYear,biomass,abundance_unidentified_identified,abundance_identified,species,abundance_carnivore,species_carnivore,biomass_carnivore,abundance_herbivore,species_herbivore,biomass_herbivore,abundance_omnivore,species_omnivore,biomass_omnivore,landuse_intensity,temprature
grassland,annual,AEG19_2015,ALB,AEG19,2015,3016.39789,220,90,19,5,5,365.7320196,85,14,2650.665871,0,0,0,2.11,1.066333167
grassland,annual,AEG19_2016,ALB,AEG19,2016,1488.784014,272,64,16,3,3,91.23692769,61,13,1397.547087,0,0,0,2.11,2.800998512
grassland,annual,AEG19_2017,ALB,AEG19,2017,6962.89194,888,156,33,7,4,193.8407816,139,24,6567.723551,10,5,201.3276071,2.11,-0.203444333
grassland,annual,AEG20_2008,ALB,AEG20,2008,7910.928618,825,313,42,30,6,1212.509625,282,35,6684.908262,0,0,0,1.28,3.042248678
grassland,annual,AEG20_2009,ALB,AEG20,2009,8620.50112,555,134,27,6,3,1033.056748,127,23,7557.615997,1,1,29.82837487,1.28,1.095941083
grassland,annual,AEG20_2010,ALB,AEG20,2010,1978.037938,530,72,27,20,8,1092.391858,51,18,862.1434093,1,1,23.50267063,1.28,1.049631833
grassland,annual,AEG20_2011,ALB,AEG20,2011,2361.854081,261,36,14,2,2,96.56795714,34,12,2265.286124,0,0,0,1.28,1.05456575
grassland,annual,AEG20_2015,ALB,AEG20,2015,5078.73076,434,91,24,17,4,733.9871616,73,19,4324.061183,1,1,20.68241512,1.28,2.487916417
grassland,annual,AEG20_2017,ALB,AEG20,2017,1712.452771,211,59,27,6,5,136.8637773,52,21,1568.898868,1,1,6.690125197,1.28,1.458822417
grassland,annual,AEG21_2008,ALB,AEG21,2008,4298.627122,1600,494,19,4,3,21.39815865,489,15,4275.474314,1,1,1.754650082,3.2,1.363264463
grassland,annual,AEG21_2009,ALB,AEG21,2009,2527.712626,470,104,15,3,3,26.32251431,100,11,2441.554416,1,1,59.83569633,3.2,-0.614309
grassland,annual,AEG21_2010,ALB,AEG21,2010,513.1711306,296,33,8,1,1,3.276927794,31,6,281.752818,1,1,228.1413848,3.2,-0.35549
grassland,annual,AEG21_2011,ALB,AEG21,2011,1072.351997,302,77,15,0,0,0,75,13,1048.824758,1,1,22.92073815,3.2,-0.241454833
grassland,annual,AEG21_2012,ALB,AEG21,2012,1144.905042,222,53,8,1,1,11.52648838,51,6,1133.073554,1,1,0.305,3.2,0.173326612
grassland,annual,AEG21_2013,ALB,AEG21,2013,1375.893431,565,66,30,5,4,568.8847067,58,23,686.1118605,3,3,120.8968634,3.2,0.07341275
grassland,annual,AEG21_2014,ALB,AEG21,2014,467.0438093,614,31,20,12,6,98.79185794,18,13,338.4235765,0,0,0,3.2,1.990663
grassland,annual,AEG21_2015,ALB,AEG21,2015,555.2138074,158,161,16,5,4,120.975534,156,12,434.2382735,0,0,0,3.2,1.295295333
grassland,annual,AEG21_2016,ALB,AEG21,2016,971.7895967,460,61,25,6,5,51.29330578,54,19,917.4731855,0,0,0,3.2,3.130674876
grassland,annual,AEG21_2017,ALB,AEG21,2017,1245.779319,470,71,34,6,6,149.8177091,64,27,1062.61466,1,1,33.34694977,3.2,0.096114167
grassland,annual,AEG22_2008,ALB,AEG22,2008,3609.181785,580,212,25,6,4,128.1958021,206,21,3480.985982,0,0,0,1.24,0.643688099
grassland,annual,AEG22_2009,ALB,AEG22,2009,7664.260543,599,172,18,4,2,84.4994659,168,16,7579.761077,0,0,0,1.24,-1.176732417
grassland,annual,AEG22_2010,ALB,AEG22,2010,2128.451032,391,86,25,6,5,514.5930826,80,20,1613.857949,0,0,0,1.24,-2.430007333
grassland,annual,AEG22_2011,ALB,AEG22,2011,567.4984035,198,48,11,3,2,144.2429096,45,9,423.2554939,0,0,0,1.24,-0.858156667
grassland,annual,AEG22_2012,ALB,AEG22,2012,867.4380205,242,35,16,5,4,350.0389028,28,10,486.3546003,2,2,31.04451743,1.24,-0.501911157
grassland,annual,AEG22_2013,ALB,AEG22,2013,4158.126873,738,237,30,7,5,269.6085295,230,25,3888.518344,0,0,0,1.24,-0.81277025
grassland,annual,AEG22_2014,ALB,AEG22,2014,3106.620393,597,47,21,0,0,0,45,19,3078.316626,1,1,1.754650082,1.24,1.66596175
grassland,annual,AEG22_2015,ALB,AEG22,2015,2830.972679,453,118,26,2,2,50.23430555,115,23,2747.391424,0,0,0,1.24,0.734864667
grassland,annual,AEG22_2016,ALB,AEG22,2016,11474.03657,465,122,23,4,2,43.31400531,118,21,11430.72256,0,0,0,1.24,3.065358017
grassland,annual,AEG22_2017,ALB,AEG22,2017,4142.332018,1213,132,31,8,5,176.3889107,122,24,3786.410786,2,2,179.5323213,1.24,0.232111
grassland,annual,AEG23_2009,ALB,AEG23,2009,5442.134645,564,174,26,6,3,399.050959,166,22,4997.24221,2,1,45.84147629,1.49,-1.309600583
grassland,annual,AEG23_2010,ALB,AEG23,2010,1541.832074,562,122,24,2,2,34.75831787,119,21,1302.073358,1,1,205.0003979,1.49,-0.939396
grassland,annual,AEG23_2011,ALB,AEG23,2011,1907.395484,546,60,16,2,2,33.59117573,56,12,1849.008583,1,1,22.92073815,1.49,-0.868420583
grassland,annual,AEG23_2012,ALB,AEG23,2012,7558.25124,256,117,16,4,4,544.6608226,113,12,7013.590417,0,0,0,1.49,-0.628880744
grassland,annual,AEG23_2013,ALB,AEG23,2013,3237.797708,835,91,34,10,6,397.7225201,80,27,2838.320538,1,1,1.754650082,1.49,-0.584760167
grassland,annual,AEG23_2014,ALB,AEG23,2014,1507.806725,140,42,22,10,6,146.370497,30,14,1359.817371,2,2,1.618857062,1.49,1.720322667
grassland,annual,AEG23_2015,ALB,AEG23,2015,2916.666032,511,176,29,12,5,413.8981153,163,23,2500.215109,1,1,2.552807322,1.49,0.681986417
grassland,annual,AEG23_2016,ALB,AEG23,2016,3270.763637,401,88,26,2,2,23.24406766,86,24,3247.519569,0,0,0,1.49,2.489352479
grassland,annual,AEG24_2008,ALB,AEG24,2008,11244.88499,1663,942,43,10,5,410.3380975,930,36,10750.75894,2,2,83.78795143,2.49,0.913608512
grassland,annual,AEG24_2009,ALB,AEG24,2009,1841.777289,360,90,18,3,3,260.7975092,84,12,1523.025525,3,3,57.95425509,2.49,-1.159166917
grassland,annual,AEG24_2010,ALB,AEG24,2010,472.4319772,215,33,13,1,1,36.7235749,31,11,415.0259872,1,1,20.68241512,2.49,-0.797871917
grassland,annual,AEG24_2011,ALB,AEG24,2011,179.3475838,151,21,7,0,0,0,20,6,158.6651686,0,0,0,2.49,-0.656367917
grassland,annual,AEG24_2012,ALB,AEG24,2012,262.3119063,111,18,11,2,2,7.404921409,15,8,246.1609261,1,1,8.746058771,2.49,-0.373453884
grassland,annual,AEG24_2013,ALB,AEG24,2013,896.9097561,688,54,22,5,3,124.4790264,48,18,653.445807,1,1,118.9849226,2.49,-0.55443425
grassland,annual,AEG24_2014,ALB,AEG24,2014,3129.491656,4767,78,26,29,6,867.278717,48,19,2261.476469,1,1,0.736470394,2.49,1.423933583
grassland,annual,AEG24_2015,ALB,AEG24,2015,6848.835192,482,92,18,0,0,0,92,18,6848.835192,0,0,0,2.49,0.589302333
grassland,annual,AEG24_2016,ALB,AEG24,2016,608.6234688,365,62,26,9,5,72.08062419,52,20,513.6221064,1,1,22.92073815,2.49,2.684449091
grassland,annual,AEG24_2017,ALB,AEG24,2017,1574.856405,1167,60,28,16,5,617.7817288,41,21,745.5399438,3,2,211.5347324,2.49,-0.325465667
grassland,annual,AEG25_2008,ALB,AEG25,2008,9803.444093,1503,599,48,7,4,85.51941165,590,43,9524.974492,2,1,192.9501896,0.64,1.24094719
grassland,annual,AEG25_2009,ALB,AEG25,2009,5256.00826,574,121,35,5,4,54.35589864,113,28,5102.305561,2,2,93.1826461,0.64,-0.719944333
grassland,annual,AEG25_2010,ALB,AEG25,2010,2375.648689,242,39,20,19,10,1608.733158,20,10,766.9155312,0,0,0,0.64,-0.57048975
grassland,annual,AEG25_2011,ALB,AEG25,2011,1189.847443,171,41,17,1,1,26.54911727,40,16,1163.298326,0,0,0,0.64,-0.312833333
grassland,annual,AEG25_2013,ALB,AEG25,2013,4466.630204,273,69,29,14,8,569.2412477,55,21,3897.388956,0,0,0,0.64,-0.294455167
grassland,annual,AEG25_2014,ALB,AEG25,2014,6738.584354,366,130,16,3,2,8.780018862,127,14,6729.804335,0,0,0,0.64,1.725382
grassland,annual,AEG25_2015,ALB,AEG25,2015,7127.065702,774,241,39,13,6,404.3341877,224,29,6622.320869,3,3,99.74110841,0.64,1.078944417
grassland,annual,AEG25_2016,ALB,AEG25,2016,6207.615369,393,94,28,2,2,47.33006549,92,26,6160.285304,0,0,0,0.64,3.218835868
grassland,annual,AEG25_2017,ALB,AEG25,2017,6624.739573,217,47,25,1,1,33.34694977,45,23,6568.471885,1,1,22.92073815,0.64,0.2376775
grassland,annual,AEG26_2008,ALB,AEG26,2008,4199.128562,845,301,37,10,6,334.283113,291,31,3864.845449,0,0,0,1.42,1.639593471
grassland,annual,AEG26_2009,ALB,AEG26,2009,1521.169911,283,71,24,5,4,43.83373416,66,20,1477.336177,0,0,0,1.42,-0.491964917
grassland,annual,AEG26_2010,ALB,AEG26,2010,1510.02456,183,39,13,0,0,0,39,13,1510.02456,0,0,0,1.42,-0.284277667
grassland,annual,AEG26_2011,ALB,AEG26,2011,261.4043883,141,27,14,0,0,0,27,14,261.4043883,0,0,0,1.42,-0.1509515
grassland,annual,AEG26_2012,ALB,AEG26,2012,1234.038637,198,13,9,2,2,201.1780336,10,6,1009.939866,1,1,22.92073815,1.42,0.17984438
grassland,annual,AEG26_2013,ALB,AEG26,2013,1400.427526,507,60,27,4,3,126.6309417,55,23,1268.833146,1,1,4.963437914,1.42,0.110635667
grassland,annual,AEG26_2014,ALB,AEG26,2014,1985.909776,286,38,19,3,3,31.75692284,32,13,1909.42755,2,2,43.68035682,1.42,1.941118417
grassland,annual,AEG26_2015,ALB,AEG26,2015,4576.965201,575,174,33,11,4,551.7353041,163,29,4025.229896,0,0,0,1.42,1.145093583
grassland,annual,AEG26_2016,ALB,AEG26,2016,5572.052,392,162,19,5,4,73.15830772,157,15,5498.893693,0,0,0,1.42,2.867699587
grassland,annual,AEG26_2017,ALB,AEG26,2017,3277.120235,522,141,31,6,5,144.914657,135,26,3132.205578,0,0,0,1.42,-0.14259
grassland,annual,AEG27_2008,ALB,AEG27,2008,22565.73304,958,665,35,4,2,58.40823103,658,31,22390.62423,3,2,116.7005719,1.1,1.22373595
grassland,annual,AEG27_2009,ALB,AEG27,2009,2008.277222,171,43,12,1,1,12.69363051,42,11,1995.583592,0,0,0,1.1,-0.796080083
grassland,annual,AEG27_2010,ALB,AEG27,2010,1149.943248,217,35,18,3,3,553.9590147,32,15,595.984233,0,0,0,1.1,-0.52020125
grassland,annual,AEG27_2011,ALB,AEG27,2011,1165.888212,254,53,18,0,0,0,50,16,1127.435648,3,2,38.45256441,1.1,-0.416833814
grassland,annual,AEG27_2012,ALB,AEG27,2012,1117.094417,166,21,14,3,3,309.2091325,18,11,807.8852841,0,0,0,1.1,-0.119920992
grassland,annual,AEG27_2013,ALB,AEG27,2013,1809.435506,304,51,29,5,5,235.6492652,46,24,1573.786241,0,0,0,1.1,-0.39155875
grassland,annual,AEG27_2014,ALB,AEG27,2014,1234.658505,265,41,17,8,6,256.2014101,33,11,978.4570953,0,0,0,1.1,1.743218667
grassland,annual,AEG27_2015,ALB,AEG27,2015,1947.302958,290,135,22,8,5,221.4134183,127,17,1725.889539,0,0,0,1.1,0.816969083
grassland,annual,AEG27_2016,ALB,AEG27,2016,4830.181027,285,64,22,14,4,541.9769722,50,18,4288.204055,0,0,0,1.1,2.977858347
grassland,annual,AEG27_2017,ALB,AEG27,2017,392.8269354,130,30,18,3,3,28.51815981,27,15,364.3087756,0,0,0,1.1,0.000412667
grassland,annual,AEG28_2008,ALB,AEG28,2008,8815.422232,551,246,39,6,4,101.2368771,240,35,8714.185355,0,0,0,0.91,1.514025372
grassland,annual,AEG28_2009,ALB,AEG28,2009,6893.611815,819,119,29,3,3,55.58585411,115,25,6767.166865,1,1,70.85909565,0.91,-0.192916333
grassland,annual,AEG28_2010,ALB,AEG28,2010,3644.918806,181,25,19,3,3,288.9911689,21,15,3353.37483,1,1,2.552807322,0.91,-0.360149083
grassland,annual,AEG28_2011,ALB,AEG28,2011,176.194493,96,14,11,1,1,1.814201999,13,10,174.380291,0,0,0,0.91,0.27176025
grassland,annual,AEG28_2012,ALB,AEG28,2012,1022.262851,148,29,16,8,5,55.64694461,21,11,966.6159062,0,0,0,0.91,0.702224545
grassland,annual,AEG28_2013,ALB,AEG28,2013,2019.257581,225,56,23,5,4,846.265762,49,17,924.1680192,1,1,228.1413848,0.91,0.332607667
grassland,annual,AEG28_2015,ALB,AEG28,2015,9013.561049,702,253,35,8,6,457.4932976,245,29,8556.067751,0,0,0,0.91,1.202228667
grassland,annual,AEG28_2016,ALB,AEG28,2016,1856.830084,461,85,27,4,4,86.73962439,81,23,1770.09046,0,0,0,0.91,3.729001901
grassland,annual,AEG28_2017,ALB,AEG28,2017,2897.90712,380,50,28,3,3,97.19068756,46,24,2704.241338,1,1,96.47509482,0.91,1.001944417
grassland,annual,AEG29_2009,ALB,AEG29,2009,6837.916553,718,134,31,4,4,537.9020263,128,25,6199.327056,2,2,100.6874705,1.78,-0.604635333
grassland,annual,AEG29_2010,ALB,AEG29,2010,3027.394381,436,50,28,7,5,629.8625054,43,23,2397.531875,0,0,0,1.78,-0.710270417
grassland,annual,AEG29_2011,ALB,AEG29,2011,2247.506583,535,102,25,4,4,360.5204806,97,20,1845.858553,1,1,41.1275495,1.78,-0.650809
grassland,annual,AEG29_2012,ALB,AEG29,2012,2813.625935,532,112,25,2,2,210.9791882,96,22,2281.756413,14,1,320.890334,1.78,-0.26197686
grassland,annual,AEG29_2013,ALB,AEG29,2013,2985.327659,618,87,40,18,10,1359.353756,69,30,1625.973903,0,0,0,1.78,-0.264042083
grassland,annual,AEG29_2015,ALB,AEG29,2015,7120.287532,764,214,32,9,7,539.109668,203,23,6528.428751,2,2,52.74911301,1.78,0.658097083
grassland,annual,AEG29_2016,ALB,AEG29,2016,5629.81881,444,107,32,6,3,389.2204481,101,29,5240.598362,0,0,0,1.78,2.24860876
grassland,annual,AEG29_2017,ALB,AEG29,2017,10370.34259,1435,275,52,12,9,498.3285343,262,42,9775.538965,1,1,96.47509482,1.78,-0.69145125
grassland,annual,AEG30_2008,ALB,AEG30,2008,14090.66107,1012,327,32,4,3,276.3309287,323,29,13814.33014,0,0,0,1.42,1.241804215
grassland,annual,AEG30_2009,ALB,AEG30,2009,7807.433295,559,132,26,4,4,214.1122222,128,22,7593.321073,0,0,0,1.42,-0.879582917
grassland,annual,HEG05_2015,HAI,HEG5,2015,20.68241512,95,1,1,0,0,0,0,0,0,0,0,0,2.5,1.380350917
grassland,annual,AEG30_2010,ALB,AEG30,2010,2195.606089,758,96,25,4,4,61.26999065,91,20,2104.507724,1,1,29.82837487,1.42,-0.385500333
grassland,annual,AEG30_2011,ALB,AEG30,2011,1548.95532,242,22,13,6,4,272.062185,16,9,1276.893135,0,0,0,1.42,-0.450385417
grassland,annual,AEG30_2012,ALB,AEG30,2012,9841.599677,742,178,23,4,4,92.87400881,171,16,9433.597385,3,3,315.1282826,1.42,-0.051680331
grassland,annual,AEG30_2013,ALB,AEG30,2013,2684.301264,1498,86,36,5,3,152.6452897,79,31,2507.602554,1,1,22.92073815,1.42,-0.296170583
grassland,annual,AEG30_2014,ALB,AEG30,2014,9005.93829,570,155,21,6,5,222.1681252,149,16,8783.770165,0,0,0,1.42,1.902611417
grassland,annual,AEG30_2015,ALB,AEG30,2015,16838.80395,1334,678,41,6,6,152.0473516,671,34,16680.06648,1,1,6.690125197,1.42,0.92763225
grassland,annual,AEG30_2016,ALB,AEG30,2016,1201.362369,481,59,31,4,4,91.8216252,55,27,1109.540743,0,0,0,1.42,3.042227851
grassland,annual,AEG30_2017,ALB,AEG30,2017,2795.611263,423,60,26,4,3,143.0543164,51,20,2051.713295,5,3,600.8436511,1.42,-0.062826417
grassland,annual,AEG31_2008,ALB,AEG31,2008,19851.77169,990,336,29,3,2,44.89750038,333,27,19806.87419,0,0,0,1.29,1.571986942
grassland,annual,AEG31_2009,ALB,AEG31,2009,1522.31684,381,59,22,5,5,36.60376701,54,17,1485.713073,0,0,0,1.29,-0.416073083
grassland,annual,AEG31_2010,ALB,AEG31,2010,471.3175229,365,44,19,1,1,26.54911727,43,18,444.7684056,0,0,0,1.29,-0.081888833
grassland,annual,AEG31_2011,ALB,AEG31,2011,3181.126873,159,37,23,4,3,669.8767074,33,20,2511.250166,0,0,0,1.29,0.011607583
grassland,annual,AEG31_2012,ALB,AEG31,2012,1918.08332,319,84,25,0,0,0,83,24,1904.152163,1,1,13.9311572,1.29,0.429349008
grassland,annual,AEG31_2013,ALB,AEG31,2013,3126.709873,587,110,30,4,4,343.8877335,105,25,2777.858702,1,1,4.963437914,1.29,0.09120825
grassland,annual,AEG31_2014,ALB,AEG31,2014,5780.638094,675,183,21,4,3,66.32161979,179,18,5714.316475,0,0,0,1.29,2.270680583
grassland,annual,AEG31_2015,ALB,AEG31,2015,10199.19224,1300,651,32,1,1,11.52648838,650,31,10187.66575,0,0,0,1.29,1.34583675
grassland,annual,AEG31_2016,ALB,AEG31,2016,2955.833995,500,135,22,1,1,15.69338486,134,21,2940.14061,0,0,0,1.29,3.604107603
grassland,annual,AEG31_2017,ALB,AEG31,2017,3999.213723,407,68,19,3,2,36.5637074,64,16,3939.729277,1,1,22.92073815,1.29,0.528357917
grassland,annual,AEG32_2008,ALB,AEG32,2008,20839.19037,928,244,48,20,10,1858.445619,220,37,18970.53352,4,1,10.21122929,0.69,1.06395686
grassland,annual,AEG32_2009,ALB,AEG32,2009,10961.13828,653,117,23,1,1,216.3796389,116,22,10744.75864,0,0,0,0.69,-1.11433
grassland,annual,AEG32_2010,ALB,AEG32,2010,1133.419627,294,34,11,2,2,256.0225535,32,9,877.3970735,0,0,0,0.69,-0.421479
grassland,annual,AEG32_2011,ALB,AEG32,2011,4752.37957,336,103,27,2,2,66.30870052,101,25,4686.07087,0,0,0,0.69,-0.357350667
grassland,annual,AEG32_2012,ALB,AEG32,2012,4493.254583,336,77,16,2,2,20.47389045,75,14,4472.780692,0,0,0,0.69,-0.119156364
grassland,annual,AEG32_2013,ALB,AEG32,2013,3915.776377,410,115,35,4,2,173.289016,110,32,3728.97663,0,0,0,0.69,-0.255521167
grassland,annual,AEG32_2015,ALB,AEG32,2015,4387.721777,729,227,46,13,10,600.9797586,212,34,3715.786094,2,2,70.95592437,0.69,0.6959335
grassland,annual,AEG32_2016,ALB,AEG32,2016,7631.061276,476,114,33,4,4,277.1404569,109,28,6918.314477,1,1,435.6063419,0.69,2.870134628
grassland,annual,AEG32_2017,ALB,AEG32,2017,2947.989293,418,113,36,4,4,115.9919273,108,31,2396.391024,1,1,435.6063419,0.69,-0.138319667
grassland,annual,AEG33_2008,ALB,AEG33,2008,23845.69065,1622,736,56,4,3,236.6650792,730,51,23491.08954,2,2,117.9360319,1.07,1.15420438
grassland,annual,AEG33_2009,ALB,AEG33,2009,9076.129755,626,164,27,5,3,39.05706786,159,24,9037.072687,0,0,0,1.07,-0.6153615
grassland,annual,AEG33_2010,ALB,AEG33,2010,3090.329515,325,39,24,3,3,270.250359,35,20,2786.732207,1,1,33.34694977,1.07,-1.325934083
grassland,annual,AEG33_2011,ALB,AEG33,2011,1848.989994,330,49,23,2,2,253.8343494,47,21,1595.155644,0,0,0,1.07,-0.151531
grassland,annual,AEG33_2012,ALB,AEG33,2012,3939.638528,478,83,23,5,5,72.56274766,77,17,3864.522973,1,1,2.552807322,1.07,0.29128438
grassland,annual,AEG33_2017,ALB,AEG33,2017,9148.893796,360,124,26,6,5,170.3601401,118,21,8978.533656,0,0,0,1.07,0.5333125
grassland,annual,AEG33_2013,ALB,AEG33,2013,1501.002005,165,44,21,0,0,0,43,20,1467.655055,1,1,33.34694977,1.07,-0.089864417
grassland,annual,AEG33_2015,ALB,AEG33,2015,4136.730228,755,104,39,6,4,123.8006586,97,34,3979.58262,1,1,33.34694977,1.07,1.129777917
grassland,annual,AEG33_2016,ALB,AEG33,2016,5702.378795,502,132,36,7,5,82.63045832,125,31,5619.748336,0,0,0,1.07,3.38423595
grassland,annual,AEG34_2008,ALB,AEG34,2008,8235.955099,684,335,41,8,8,291.330285,327,33,7944.624814,0,0,0,1.21,0.83454876
grassland,annual,AEG34_2009,ALB,AEG34,2009,5968.321811,483,122,21,3,3,48.05365018,119,18,5920.268161,0,0,0,1.21,-1.080569333
grassland,annual,AEG34_2010,ALB,AEG34,2010,4683.311785,414,25,16,7,7,859.2106107,18,9,3824.101175,0,0,0,1.21,-0.690962083
grassland,annual,AEG34_2011,ALB,AEG34,2011,4023.804549,602,67,17,1,1,26.54911727,66,16,3997.255432,0,0,0,1.21,-0.712367583
grassland,annual,AEG34_2012,ALB,AEG34,2012,4620.577903,276,49,14,1,1,3.276927794,47,12,4594.380237,1,1,22.92073815,1.21,-0.19385
grassland,annual,AEG34_2013,ALB,AEG34,2013,2423.605118,261,40,19,5,3,544.3922736,35,16,1879.212844,0,0,0,1.21,-0.591705083
grassland,annual,AEG34_2015,ALB,AEG34,2015,3597.373113,373,95,31,8,7,346.8442099,86,23,3209.401353,1,1,41.1275495,1.21,0.6686285
grassland,annual,AEG34_2016,ALB,AEG34,2016,6947.195646,697,187,42,10,7,246.5023241,177,35,6700.693322,0,0,0,1.21,2.997069504
grassland,annual,AEG35_2008,ALB,AEG35,2008,1082.266659,593,108,26,1,1,1.937016907,106,24,1074.90517,0,0,0,1.98,1.460802314
grassland,annual,AEG35_2009,ALB,AEG35,2009,4250.149762,570,82,25,9,7,1269.332285,73,18,2980.817477,0,0,0,1.98,-0.389489417
grassland,annual,AEG35_2010,ALB,AEG35,2010,1195.424636,319,30,17,7,6,924.9468719,23,11,270.4777643,0,0,0,1.98,-0.294295
grassland,annual,AEG35_2011,ALB,AEG35,2011,3875.275147,374,176,30,7,7,135.6253243,169,23,3739.649823,0,0,0,1.98,-0.40639575
grassland,annual,AEG35_2012,ALB,AEG35,2012,1992.731858,162,45,11,2,2,178.9041025,43,9,1813.827756,0,0,0,1.98,0.684390331
grassland,annual,AEG35_2013,ALB,AEG35,2013,3423.134602,751,68,26,9,7,817.5913343,59,19,2605.543267,0,0,0,1.98,0.3396215
grassland,annual,AEG35_2014,ALB,AEG35,2014,1386.040343,520,30,17,8,6,76.0267004,20,9,1007.983602,2,2,302.0300415,1.98,2.979604083
grassland,annual,AEG35_2015,ALB,AEG35,2015,8510.071959,809,307,26,7,6,137.714468,300,20,8372.357491,0,0,0,1.98,1.91206275
grassland,annual,AEG35_2016,ALB,AEG35,2016,4215.108115,413,71,17,2,2,31.93404016,69,15,4183.174075,0,0,0,1.98,4.51563686
grassland,annual,AEG35_2017,ALB,AEG35,2017,4291.614353,174,45,20,3,3,65.170317,42,17,4226.444036,0,0,0,1.98,1.405038
grassland,annual,AEG36_2008,ALB,AEG36,2008,3069.857216,467,232,23,2,2,209.852512,227,20,2854.740754,3,1,5.263950247,2,1.603571074
grassland,annual,AEG36_2009,ALB,AEG36,2009,5289.596755,579,94,22,7,3,180.8268684,86,18,5048.93419,1,1,59.83569633,2,-0.290371583
grassland,annual,AEG36_2010,ALB,AEG36,2010,1421.756225,613,34,19,6,3,1086.855643,26,14,263.9446574,2,2,70.95592437,2,0.1522295
grassland,annual,AEG36_2011,ALB,AEG36,2011,3563.511281,335,83,18,3,3,60.7655645,80,15,3502.745716,0,0,0,2,0.14133
grassland,annual,AEG36_2012,ALB,AEG36,2012,1732.15242,178,41,10,0,0,0,41,10,1732.15242,0,0,0,2,0.552042066
grassland,annual,AEG36_2013,ALB,AEG36,2013,5083.150338,1709,330,44,15,10,339.2346712,314,33,4742.040679,0,0,0,2,0.270048417
grassland,annual,AEG36_2014,ALB,AEG36,2014,960.4253188,246,55,15,12,7,319.5223828,43,8,640.902936,0,0,0,2,2.472076167
grassland,annual,AEG36_2015,ALB,AEG36,2015,9777.177924,1435,907,19,8,3,604.0193368,899,16,9173.158587,0,0,0,2,1.523563083
grassland,annual,AEG36_2016,ALB,AEG36,2016,4698.762773,368,88,24,1,1,26.54911727,87,23,4672.213656,0,0,0,2,3.931494463
grassland,annual,AEG36_2017,ALB,AEG36,2017,1705.903971,109,35,13,3,2,76.22896315,31,10,1401.533623,1,1,228.1413848,2,0.772392333
grassland,annual,AEG37_2008,ALB,AEG37,2008,8080.342066,859,283,33,4,4,115.5339825,278,28,7941.887345,1,1,22.92073815,2.07,1.75578843
grassland,annual,AEG37_2009,ALB,AEG37,2009,7163.443197,535,213,23,4,3,295.5464865,209,20,6867.89671,0,0,0,2.07,-0.374836583
grassland,annual,AEG37_2010,ALB,AEG37,2010,2248.945059,874,77,20,4,4,102.6463015,72,15,2123.378019,1,1,22.92073815,2.07,-0.453711917
grassland,annual,AEG37_2011,ALB,AEG37,2011,1662.130262,302,41,22,4,4,190.4640586,37,18,1471.666204,0,0,0,2.07,-0.274837
grassland,annual,AEG37_2012,ALB,AEG37,2012,858.4148867,343,47,16,1,1,252.8316404,46,15,605.5832463,0,0,0,2.07,0.1477
grassland,annual,AEG37_2013,ALB,AEG37,2013,2377.823526,1573,92,41,13,8,927.0563246,77,31,1433.81624,1,1,11.52648838,2.07,0.066156167
grassland,annual,AEG37_2014,ALB,AEG37,2014,501.8203789,423,35,18,3,3,70.46482578,32,15,431.3555532,0,0,0,2.07,2.137263417
grassland,annual,AEG37_2015,ALB,AEG37,2015,2867.349139,885,235,17,1,1,41.96160056,234,16,2825.387539,0,0,0,2.07,1.266899333
grassland,annual,AEG37_2016,ALB,AEG37,2016,996.7494403,191,38,17,2,2,32.86573815,35,14,930.5367524,1,1,33.34694977,2.07,3.039916942
grassland,annual,AEG37_2017,ALB,AEG37,2017,10163.8275,319,70,26,2,2,38.5377769,68,24,10125.28973,0,0,0,2.07,-0.018569583
grassland,annual,AEG38_2008,ALB,AEG38,2008,13446.47378,1003,442,46,3,3,131.8121905,438,42,13291.74085,1,1,22.92073815,1.52,1.469163306
grassland,annual,AEG38_2009,ALB,AEG38,2009,6807.890115,976,123,27,4,4,267.2500266,119,23,6540.640088,0,0,0,1.52,-0.381757417
grassland,annual,AEG38_2010,ALB,AEG38,2010,3518.350965,815,105,33,18,13,1355.907384,86,19,2132.615206,1,1,29.82837487,1.52,-0.021281083
grassland,annual,AEG38_2011,ALB,AEG38,2011,5373.999104,371,89,25,3,3,97.51438264,85,21,5243.137772,1,1,33.34694977,1.52,0.179993
grassland,annual,AEG38_2012,ALB,AEG38,2012,1416.854253,555,66,22,4,3,62.53231305,61,18,1331.401202,1,1,22.92073815,1.52,0.619993388
grassland,annual,AEG38_2013,ALB,AEG38,2013,2563.968065,268,74,26,4,4,105.8140888,69,21,2022.547634,1,1,435.6063419,1.52,0.211506917
grassland,annual,AEG38_2015,ALB,AEG38,2015,6887.991675,566,157,35,8,6,209.3015235,148,28,6672.000026,1,1,6.690125197,1.52,1.520955083
